fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matricula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
307,coche,0.5040315985679626,66,1342,321,1379,353,,,,,,,
307,coche,0.5680152177810669,82,1302,319,1345,348,,,,,,,
307,coche,0.24918198585510254,112,1502,314,1565,383,,,,,,,
307,persona,0.6890335083007812,46,643,281,687,398,,,,,,,
307,coche,0.38292333483695984,126,1428,325,1483,377,,,,,,,
307,persona,0.8325591683387756,135,80,250,177,493,,,,,,,
307,persona,0.4580818712711334,133,43,248,108,445,,,,,,,
308,coche,0.43979060649871826,45,1431,323,1509,378,,,,,,,
308,coche,0.5401188135147095,52,1383,325,1435,362,,,,,,,
308,coche,0.43700045347213745,55,1386,324,1445,371,,,,,,,
308,coche,0.5495783090591431,65,1368,323,1399,357,,,,,,,
308,coche,0.4984402656555176,66,1342,321,1379,353,,,,,,,
308,coche,0.5796781182289124,82,1301,319,1345,348,,,,,,,
308,coche,0.23307350277900696,112,1502,314,1565,383,,,,,,,
308,persona,0.651333749294281,46,645,280,690,400,,,,,,,
308,coche,0.3805118799209595,126,1427,325,1482,377,,,,,,,
308,persona,0.7422811388969421,135,83,253,180,492,,,,,,,
308,persona,0.5177584886550903,133,50,250,112,441,,,,,,,
309,coche,0.4228004217147827,45,1431,323,1509,378,,,,,,,
309,coche,0.5399771928787231,52,1383,325,1435,362,,,,,,,
309,coche,0.44177767634391785,55,1386,324,1445,371,,,,,,,
309,coche,0.5467128753662109,65,1368,323,1399,357,,,,,,,
309,coche,0.5025679469108582,66,1342,321,1378,353,,,,,,,
309,coche,0.5887523889541626,82,1301,319,1344,348,,,,,,,
309,coche,0.23576778173446655,112,1503,314,1566,383,,,,,,,
309,persona,0.7128186821937561,46,646,276,692,400,,,,,,,
309,coche,0.37622421979904175,126,1426,325,1481,377,,,,,,,
309,persona,0.5887662768363953,135,86,251,184,491,,,,,,,
309,persona,0.5913639664649963,133,51,252,121,470,,,,,,,
310,coche,0.41573140025138855,45,1431,323,1508,377,,,,,,,
310,coche,0.5387836694717407,52,1383,325,1435,361,,,,,,,
310,coche,0.4389028549194336,55,1386,324,1445,370,,,,,,,
310,coche,0.5560636520385742,65,1368,323,1399,357,,,,,,,
310,coche,0.5042608976364136,66,1342,321,1378,353,,,,,,,
310,coche,0.5872761607170105,82,1301,319,1344,348,,,,,,,
310,coche,0.24153479933738708,112,1503,314,1566,383,,,,,,,
310,persona,0.5884382724761963,46,647,275,692,399,,,,,,,
310,coche,0.3679158389568329,126,1426,324,1480,377,,,,,,,
310,persona,0.6184211373329163,135,97,253,192,489,,,,,,,
310,persona,0.6454209089279175,133,54,251,127,481,,,,,,,
311,coche,0.41529712080955505,45,1431,323,1508,378,,,,,,,
311,coche,0.5270065665245056,52,1384,325,1435,361,,,,,,,
311,coche,0.43727734684944153,55,1386,324,1446,370,,,,,,,
311,coche,0.5624043941497803,65,1368,323,1399,357,,,,,,,
311,coche,0.5155979990959167,66,1342,321,1378,352,,,,,,,
311,coche,0.5945494174957275,82,1301,319,1344,348,,,,,,,
311,coche,0.24707795679569244,112,1503,313,1566,383,,,,,,,
311,persona,0.6173926591873169,46,647,274,693,399,,,,,,,
311,coche,0.364739328622818,126,1427,324,1480,376,,,,,,,
311,persona,0.6406586766242981,135,102,269,190,487,,,,,,,
312,coche,0.4351489245891571,45,1431,323,1508,377,,,,,,,
312,coche,0.5285533666610718,52,1383,325,1435,361,,,,,,,
312,coche,0.4286549389362335,55,1386,324,1446,370,,,,,,,
312,coche,0.5447126626968384,65,1368,323,1399,357,,,,,,,
312,coche,0.49889060854911804,66,1343,321,1379,353,,,,,,,
312,coche,0.5900573134422302,82,1300,319,1344,348,,,,,,,
312,coche,0.2503473162651062,112,1503,313,1565,383,,,,,,,
312,persona,0.5392763018608093,46,648,274,693,398,,,,,,,
312,coche,0.3760847747325897,126,1429,324,1483,376,,,,,,,
312,persona,0.7809625864028931,135,105,258,198,488,,,,,,,
312,persona,0.6778958439826965,125,58,246,140,483,,,,,,,
313,coche,0.43465298414230347,45,1429,322,1509,379,,,,,,,
313,coche,0.5256356596946716,52,1384,325,1435,361,,,,,,,
313,coche,0.4314809739589691,55,1386,324,1446,370,,,,,,,
313,coche,0.5926193594932556,65,1367,322,1399,357,,,,,,,
313,coche,0.532342255115509,66,1343,321,1378,352,,,,,,,
313,coche,0.6086199879646301,82,1301,319,1344,347,,,,,,,
313,coche,0.2523716390132904,112,1503,313,1566,382,,,,,,,
313,persona,0.18770717084407806,46,648,272,693,395,,,,,,,
313,coche,0.3757355511188507,126,1428,324,1483,376,,,,,,,
313,persona,0.7122042775154114,135,111,256,203,488,,,,,,,
313,persona,0.6582748293876648,125,66,250,144,483,,,,,,,
314,coche,0.45500871539115906,45,1429,322,1509,379,,,,,,,
314,coche,0.5250563621520996,52,1384,325,1435,361,,,,,,,
314,coche,0.4185432493686676,55,1387,324,1447,370,,,,,,,
314,coche,0.5944769978523254,65,1367,322,1399,357,,,,,,,
314,coche,0.5338054299354553,66,1343,321,1378,352,,,,,,,
314,coche,0.6107351183891296,82,1301,319,1343,347,,,,,,,
314,coche,0.2530819773674011,112,1504,313,1566,382,,,,,,,
314,coche,0.38844016194343567,126,1428,324,1483,377,,,,,,,
314,persona,0.6300540566444397,135,120,258,208,484,,,,,,,
314,persona,0.6702163219451904,125,73,258,145,481,,,,,,,
315,coche,0.47025784850120544,45,1429,322,1509,380,,,,,,,
315,coche,0.530351996421814,52,1384,325,1435,361,,,,,,,
315,coche,0.4227985441684723,55,1386,324,1447,370,,,,,,,
315,coche,0.5909912586212158,65,1367,322,1399,357,,,,,,,
315,coche,0.5345674753189087,66,1342,321,1378,351,,,,,,,
315,coche,0.6137519478797913,82,1300,319,1343,346,,,,,,,
315,coche,0.25808030366897583,112,1504,313,1566,382,,,,,,,
315,coche,0.39588385820388794,126,1428,324,1484,377,,,,,,,
315,persona,0.5821123719215393,135,121,248,211,484,,,,,,,
315,persona,0.6766459345817566,125,80,254,153,482,,,,,,,
316,coche,0.45315784215927124,45,1429,322,1509,380,,,,,,,
316,coche,0.5300244092941284,52,1384,325,1435,361,,,,,,,
316,coche,0.4196245074272156,55,1386,324,1447,370,,,,,,,
316,coche,0.5959966778755188,65,1367,322,1399,357,,,,,,,
316,coche,0.5351881384849548,66,1342,320,1378,352,,,,,,,
316,coche,0.623569667339325,82,1300,318,1343,346,,,,,,,
316,coche,0.26173263788223267,112,1505,313,1566,382,,,,,,,
316,coche,0.3940538465976715,126,1428,324,1484,377,,,,,,,
316,persona,0.674812912940979,135,127,245,217,485,,,,,,,
316,persona,0.6762811541557312,125,84,254,154,481,,,,,,,
316,persona,0.36300867795944214,46,652,274,695,393,,,,,,,
317,coche,0.4542939066886902,45,1430,322,1509,380,,,,,,,
317,coche,0.5271819829940796,52,1384,324,1435,361,,,,,,,
317,coche,0.41873612999916077,55,1387,324,1447,370,,,,,,,
317,coche,0.5975959300994873,65,1367,322,1399,357,,,,,,,
317,coche,0.5427049398422241,66,1342,320,1378,352,,,,,,,
317,coche,0.6271681785583496,82,1299,318,1343,346,,,,,,,
317,coche,0.2564930319786072,112,1505,313,1566,382,,,,,,,
317,coche,0.3800194561481476,126,1428,324,1484,377,,,,,,,
317,persona,0.6764413714408875,135,133,248,221,485,,,,,,,
317,persona,0.7248712182044983,125,89,255,157,479,,,,,,,
317,persona,0.5415016412734985,46,654,272,697,393,,,,,,,
318,coche,0.4269689619541168,45,1430,322,1508,379,,,,,,,
318,coche,0.5229671001434326,52,1384,324,1435,361,,,,,,,
318,coche,0.40997815132141113,55,1387,324,1448,370,,,,,,,
318,coche,0.5966110825538635,65,1367,322,1399,357,,,,,,,
318,coche,0.541531503200531,66,1343,320,1378,352,,,,,,,
318,coche,0.6313266754150391,82,1299,318,1343,347,,,,,,,
318,coche,0.24295417964458466,112,1506,313,1566,382,,,,,,,
318,coche,0.3613731265068054,126,1427,324,1484,377,,,,,,,
318,persona,0.6974676251411438,135,142,259,224,483,,,,,,,
318,persona,0.7525687217712402,125,94,256,161,478,,,,,,,
318,persona,0.4088452458381653,46,655,270,699,393,,,,,,,
319,coche,0.4330509901046753,45,1431,322,1509,378,,,,,,,
319,coche,0.5173122882843018,52,1384,324,1435,360,,,,,,,
319,coche,0.4076228439807892,55,1387,324,1448,370,,,,,,,
319,coche,0.5797717571258545,65,1367,322,1399,357,,,,,,,
319,coche,0.5246439576148987,66,1343,321,1378,352,,,,,,,
319,coche,0.6273037195205688,82,1299,318,1343,347,,,,,,,
319,coche,0.2411469966173172,112,1506,313,1566,381,,,,,,,
319,coche,0.36044394969940186,126,1427,324,1483,377,,,,,,,
319,persona,0.7362030148506165,135,148,254,231,481,,,,,,,
319,persona,0.7131561636924744,125,100,257,166,477,,,,,,,
319,persona,0.6339576840400696,46,656,269,700,396,,,,,,,
320,coche,0.4741760194301605,45,1431,322,1509,378,,,,,,,
320,coche,0.5234931707382202,52,1384,324,1434,360,,,,,,,
320,coche,0.39873266220092773,55,1388,323,1447,370,,,,,,,
320,coche,0.5841025114059448,65,1366,322,1399,357,,,,,,,
320,coche,0.5211972594261169,66,1343,321,1379,352,,,,,,,
320,coche,0.6301745176315308,82,1299,318,1344,347,,,,,,,
320,coche,0.23778381943702698,112,1506,313,1565,381,,,,,,,
320,coche,0.38681188225746155,126,1429,324,1486,377,,,,,,,
320,persona,0.7152419686317444,135,153,256,235,480,,,,,,,
320,persona,0.6548519134521484,125,106,257,173,476,,,,,,,
320,persona,0.6123178005218506,46,656,269,701,398,,,,,,,
321,coche,0.511623203754425,45,1431,322,1509,378,,,,,,,
321,coche,0.5229523777961731,52,1384,324,1435,360,,,,,,,
321,coche,0.387342631816864,55,1387,323,1447,370,,,,,,,
321,coche,0.576865553855896,65,1367,322,1399,357,,,,,,,
321,coche,0.5108727812767029,66,1343,321,1378,352,,,,,,,
321,coche,0.6211491227149963,82,1299,318,1344,347,,,,,,,
321,coche,0.2319445013999939,112,1506,313,1566,382,,,,,,,
321,coche,0.3434707522392273,126,1428,324,1486,377,,,,,,,
321,persona,0.7422728538513184,135,156,257,239,479,,,,,,,
321,persona,0.6157940626144409,125,109,256,177,477,,,,,,,
321,persona,0.6394021511077881,46,657,269,702,397,,,,,,,
322,coche,0.5474472641944885,45,1431,322,1509,379,,,,,,,
322,coche,0.526760458946228,52,1384,324,1435,360,,,,,,,
322,coche,0.3981902301311493,55,1387,323,1447,369,,,,,,,
322,coche,0.5800456404685974,65,1366,322,1399,357,,,,,,,
322,coche,0.5147581100463867,66,1343,321,1379,352,,,,,,,
322,coche,0.6240796446800232,82,1299,318,1344,347,,,,,,,
322,coche,0.22846971452236176,112,1506,313,1565,382,,,,,,,
322,persona,0.7347632050514221,135,158,253,242,478,,,,,,,
322,persona,0.631730318069458,125,111,254,179,477,,,,,,,
322,persona,0.6339771151542664,46,661,268,704,393,,,,,,,
323,coche,0.5370774269104004,45,1431,323,1509,379,,,,,,,
323,coche,0.5235074162483215,52,1384,324,1435,360,,,,,,,
323,coche,0.38996800780296326,55,1387,323,1447,369,,,,,,,
323,coche,0.5711719989776611,65,1366,322,1399,357,,,,,,,
323,coche,0.49442195892333984,66,1343,321,1379,352,,,,,,,
323,coche,0.6133487224578857,82,1297,318,1343,347,,,,,,,
323,coche,0.22341196238994598,112,1506,313,1565,382,,,,,,,
323,persona,0.6524913311004639,135,162,251,247,477,,,,,,,
323,persona,0.6113076210021973,125,115,252,183,475,,,,,,,
323,persona,0.6456971764564514,46,663,267,706,393,,,,,,,
324,coche,0.5861250162124634,45,1431,323,1510,379,,,,,,,
324,coche,0.5322662591934204,52,1384,324,1435,360,,,,,,,
324,coche,0.3901129364967346,55,1387,323,1446,369,,,,,,,
324,coche,0.564272940158844,65,1366,322,1399,357,,,,,,,
324,coche,0.5040752291679382,66,1343,321,1379,352,,,,,,,
324,coche,0.6178351044654846,82,1296,317,1343,347,,,,,,,
324,coche,0.2351059913635254,112,1505,314,1565,382,,,,,,,
324,persona,0.7226142287254333,135,165,251,249,478,,,,,,,
324,persona,0.6834433078765869,125,118,254,186,473,,,,,,,
324,persona,0.6218791604042053,46,665,268,708,394,,,,,,,
325,coche,0.6120644807815552,45,1430,323,1510,380,,,,,,,
325,coche,0.5300205945968628,52,1384,324,1435,360,,,,,,,
325,coche,0.3631336987018585,55,1386,323,1446,369,,,,,,,
325,coche,0.5693680047988892,65,1366,322,1399,357,,,,,,,
325,coche,0.4980888366699219,66,1344,321,1379,352,,,,,,,
325,coche,0.6276980638504028,82,1296,317,1343,347,,,,,,,
325,coche,0.2631571888923645,112,1505,314,1565,383,,,,,,,
325,persona,0.7080483436584473,135,174,256,255,478,,,,,,,
325,persona,0.6738938689231873,125,121,257,188,474,,,,,,,
325,persona,0.64820796251297,46,666,270,708,394,,,,,,,
326,coche,0.619583249092102,45,1429,323,1509,380,,,,,,,
326,coche,0.5238728523254395,52,1383,324,1434,360,,,,,,,
326,coche,0.35210323333740234,55,1386,323,1446,369,,,,,,,
326,coche,0.5778645873069763,65,1366,322,1399,357,,,,,,,
326,coche,0.492558091878891,66,1344,321,1380,352,,,,,,,
326,coche,0.6439419984817505,82,1296,317,1343,347,,,,,,,
326,coche,0.2630749046802521,112,1504,314,1565,383,,,,,,,
326,persona,0.6662178039550781,135,179,255,259,476,,,,,,,
326,persona,0.6580697298049927,125,124,257,191,470,,,,,,,
326,persona,0.5247558355331421,46,668,273,708,391,,,,,,,
327,coche,0.6145570874214172,45,1429,323,1509,380,,,,,,,
327,coche,0.5154533982276917,52,1384,324,1434,360,,,,,,,
327,coche,0.36127278208732605,55,1386,323,1445,369,,,,,,,
327,coche,0.5866479277610779,65,1366,322,1399,357,,,,,,,
327,coche,0.48440197110176086,66,1344,321,1380,352,,,,,,,
327,coche,0.6580055952072144,82,1295,317,1343,348,,,,,,,
327,coche,0.2828971743583679,112,1504,313,1565,383,,,,,,,
327,persona,0.676922082901001,135,185,250,265,475,,,,,,,
327,persona,0.7497623562812805,125,130,254,198,470,,,,,,,
327,persona,0.28121453523635864,46,669,275,708,388,,,,,,,
328,coche,0.6314219236373901,45,1429,323,1510,380,,,,,,,
328,coche,0.5151447057723999,52,1383,325,1434,360,,,,,,,
328,coche,0.36720579862594604,55,1386,324,1445,369,,,,,,,
328,coche,0.5797645449638367,65,1366,322,1399,357,,,,,,,
328,coche,0.4767802059650421,66,1344,321,1379,352,,,,,,,
328,coche,0.6646274924278259,82,1295,317,1344,348,,,,,,,
328,coche,0.28573909401893616,112,1504,313,1565,383,,,,,,,
328,persona,0.685304582118988,135,189,251,269,477,,,,,,,
328,persona,0.7597545385360718,125,136,254,204,470,,,,,,,
328,persona,0.4434910714626312,46,670,274,710,388,,,,,,,
329,coche,0.6101075410842896,45,1429,322,1510,380,,,,,,,
329,coche,0.5093120336532593,52,1384,325,1434,360,,,,,,,
329,coche,0.3696545660495758,55,1386,324,1444,369,,,,,,,
329,coche,0.5814515948295593,65,1366,322,1399,357,,,,,,,
329,coche,0.4755232632160187,66,1344,321,1380,352,,,,,,,
329,coche,0.6636449098587036,82,1295,317,1344,348,,,,,,,
329,coche,0.2887098789215088,112,1503,313,1565,383,,,,,,,
329,persona,0.7091113924980164,135,194,251,272,476,,,,,,,
329,persona,0.7905077338218689,125,140,253,210,470,,,,,,,
329,persona,0.43694618344306946,46,671,273,711,386,,,,,,,
330,coche,0.6108078360557556,45,1429,322,1510,380,,,,,,,
330,coche,0.5089685320854187,52,1384,325,1434,361,,,,,,,
330,coche,0.37250277400016785,55,1386,324,1444,369,,,,,,,
330,coche,0.5830695629119873,65,1365,323,1399,357,,,,,,,
330,coche,0.47655418515205383,66,1344,321,1380,352,,,,,,,
330,coche,0.664153516292572,82,1295,317,1344,348,,,,,,,
330,coche,0.29207324981689453,112,1503,313,1565,383,,,,,,,
330,persona,0.6566767692565918,135,202,259,278,476,,,,,,,
330,persona,0.7947915196418762,125,144,257,214,470,,,,,,,
330,persona,0.15417629480361938,46,673,276,712,386,,,,,,,
331,coche,0.6283707022666931,45,1430,322,1510,380,,,,,,,
331,coche,0.5143159627914429,52,1384,325,1434,361,,,,,,,
331,coche,0.382625013589859,55,1386,324,1444,368,,,,,,,
331,coche,0.5594924688339233,65,1366,323,1399,357,,,,,,,
331,coche,0.4577651023864746,66,1344,321,1380,352,,,,,,,
331,coche,0.6483448147773743,82,1295,317,1344,348,,,,,,,
331,coche,0.27974122762680054,112,1504,313,1565,383,,,,,,,
331,persona,0.6087349057197571,135,212,261,287,474,,,,,,,
331,persona,0.8240830302238464,125,148,261,217,470,,,,,,,
331,persona,0.2178994119167328,46,675,276,714,388,,,,,,,
332,coche,0.6531469821929932,45,1430,322,1510,380,,,,,,,
332,coche,0.5223228335380554,52,1384,325,1435,361,,,,,,,
332,coche,0.32611674070358276,55,1387,325,1445,371,,,,,,,
332,coche,0.5495341420173645,65,1366,323,1399,357,,,,,,,
332,coche,0.46462565660476685,66,1345,321,1380,352,,,,,,,
332,coche,0.6182716488838196,82,1295,317,1344,348,,,,,,,
332,coche,0.27068519592285156,112,1504,314,1565,383,,,,,,,
332,persona,0.7100434303283691,135,219,262,294,472,,,,,,,
332,persona,0.8605914115905762,125,153,261,222,471,,,,,,,
332,persona,0.3030704855918884,46,676,280,714,388,,,,,,,
333,coche,0.652747392654419,45,1429,322,1510,381,,,,,,,
333,coche,0.5228695869445801,52,1384,325,1435,361,,,,,,,
333,coche,0.40421321988105774,55,1387,324,1444,369,,,,,,,
333,coche,0.5566429495811462,65,1366,323,1399,357,,,,,,,
333,coche,0.4699323773384094,66,1344,321,1380,352,,,,,,,
333,coche,0.6260518431663513,82,1295,317,1344,348,,,,,,,
333,coche,0.2714177966117859,112,1504,314,1565,383,,,,,,,
333,persona,0.7133587598800659,135,223,254,301,471,,,,,,,
333,persona,0.7879444360733032,125,156,259,225,470,,,,,,,
333,persona,0.4132625460624695,46,678,282,716,389,,,,,,,
334,coche,0.6562221050262451,45,1429,322,1510,381,,,,,,,
334,coche,0.5241140127182007,52,1384,325,1436,361,,,,,,,
334,coche,0.33146432042121887,55,1387,325,1445,371,,,,,,,
334,coche,0.5576457977294922,65,1366,323,1399,357,,,,,,,
334,coche,0.4851129949092865,66,1344,321,1380,352,,,,,,,
334,coche,0.6595540046691895,82,1295,318,1344,348,,,,,,,
334,coche,0.2803219258785248,112,1504,313,1565,383,,,,,,,
334,persona,0.7001598477363586,135,223,253,304,471,,,,,,,
334,persona,0.794134795665741,125,158,255,228,469,,,,,,,
334,persona,0.41189226508140564,46,678,284,718,392,,,,,,,
335,coche,0.656470775604248,45,1429,321,1510,381,,,,,,,
335,coche,0.5181135535240173,52,1384,325,1436,361,,,,,,,
335,coche,0.32623496651649475,55,1388,325,1446,372,,,,,,,
335,coche,0.5593972206115723,65,1366,323,1399,357,,,,,,,
335,coche,0.4775567948818207,66,1344,321,1380,352,,,,,,,
335,coche,0.647592306137085,82,1296,318,1345,348,,,,,,,
335,coche,0.27492454648017883,112,1504,313,1565,383,,,,,,,
335,persona,0.7220184206962585,135,225,252,308,473,,,,,,,
335,persona,0.7797690629959106,125,163,254,234,471,,,,,,,
335,persona,0.506321370601654,46,680,282,719,391,,,,,,,
336,coche,0.6771788597106934,45,1430,321,1509,380,,,,,,,
336,coche,0.5259875059127808,52,1384,325,1436,361,,,,,,,
336,coche,0.3138718605041504,55,1388,325,1446,372,,,,,,,
336,coche,0.565424382686615,65,1366,323,1399,357,,,,,,,
336,coche,0.47447994351387024,66,1344,321,1380,352,,,,,,,
336,coche,0.6354984045028687,82,1296,318,1345,349,,,,,,,
336,coche,0.27923154830932617,112,1504,313,1565,383,,,,,,,
336,persona,0.7700618505477905,135,226,251,311,473,,,,,,,
336,persona,0.7518593072891235,125,166,254,237,470,,,,,,,
336,persona,0.5369551777839661,46,681,281,721,391,,,,,,,
337,coche,0.6634277105331421,45,1430,322,1509,380,,,,,,,
337,coche,0.5260484218597412,52,1384,325,1436,361,,,,,,,
337,coche,0.3259558081626892,55,1388,325,1446,372,,,,,,,
337,coche,0.5991462469100952,65,1366,323,1399,357,,,,,,,
337,coche,0.49804040789604187,66,1345,320,1381,352,,,,,,,
337,coche,0.6475046277046204,82,1298,318,1346,348,,,,,,,
337,coche,0.27614691853523254,112,1504,313,1566,383,,,,,,,
337,persona,0.764872133731842,135,225,252,312,474,,,,,,,
337,persona,0.7524929642677307,125,168,254,239,467,,,,,,,
337,persona,0.5503368377685547,46,683,280,722,391,,,,,,,
338,coche,0.6759921312332153,45,1431,322,1509,380,,,,,,,
338,coche,0.5257331132888794,52,1384,325,1436,361,,,,,,,
338,coche,0.3264513313770294,55,1388,325,1445,372,,,,,,,
338,coche,0.607369601726532,65,1366,323,1399,357,,,,,,,
338,coche,0.5073127150535583,66,1346,320,1382,352,,,,,,,
338,coche,0.6406336426734924,82,1300,319,1346,348,,,,,,,
338,coche,0.2859143018722534,112,1504,313,1565,383,,,,,,,
338,persona,0.7387805581092834,135,226,252,314,473,,,,,,,
338,persona,0.7635961771011353,125,174,254,244,463,,,,,,,
338,persona,0.5977550148963928,46,685,281,724,390,,,,,,,
339,coche,0.6660616397857666,45,1432,322,1509,380,,,,,,,
339,coche,0.5244077444076538,52,1384,325,1437,361,,,,,,,
339,coche,0.3358346223831177,55,1388,325,1445,372,,,,,,,
339,coche,0.6044037342071533,65,1366,323,1399,357,,,,,,,
339,coche,0.5075003504753113,66,1346,320,1382,352,,,,,,,
339,coche,0.6349089741706848,82,1300,319,1347,348,,,,,,,
339,coche,0.2870851457118988,112,1504,314,1565,383,,,,,,,
339,persona,0.5807793736457825,135,232,251,320,473,,,,,,,
339,persona,0.7541627287864685,125,181,254,252,464,,,,,,,
339,persona,0.5519807934761047,46,686,282,725,390,,,,,,,
340,coche,0.644679605960846,45,1432,322,1510,379,,,,,,,
340,coche,0.5195969939231873,52,1384,325,1437,361,,,,,,,
340,coche,0.32168054580688477,55,1389,325,1445,372,,,,,,,
340,coche,0.6005411744117737,65,1365,323,1399,357,,,,,,,
340,coche,0.5086103677749634,66,1346,321,1383,352,,,,,,,
340,coche,0.6424728035926819,82,1301,319,1347,348,,,,,,,
340,coche,0.28286853432655334,112,1503,314,1564,383,,,,,,,
340,persona,0.718931257724762,135,236,258,321,472,,,,,,,
340,persona,0.7634972333908081,125,182,256,252,463,,,,,,,
340,persona,0.5704818367958069,46,687,282,725,391,,,,,,,
341,coche,0.6166265606880188,45,1432,322,1508,378,,,,,,,
341,coche,0.5228800773620605,52,1384,325,1437,361,,,,,,,
341,coche,0.3489256501197815,55,1390,325,1446,373,,,,,,,
341,coche,0.6004153490066528,65,1365,323,1399,356,,,,,,,
341,coche,0.5028311610221863,66,1346,321,1383,352,,,,,,,
341,coche,0.6258694529533386,82,1301,319,1347,348,,,,,,,
341,coche,0.2753547728061676,112,1501,314,1563,383,,,,,,,
341,persona,0.7747132182121277,135,244,258,325,469,,,,,,,
341,persona,0.767863929271698,125,186,256,256,463,,,,,,,
341,persona,0.595787763595581,46,687,281,725,388,,,,,,,
342,coche,0.5996745228767395,45,1432,321,1507,378,,,,,,,
342,coche,0.5247583389282227,52,1384,325,1438,361,,,,,,,
342,coche,0.33994853496551514,55,1390,325,1447,373,,,,,,,
342,coche,0.6069223880767822,65,1366,323,1400,357,,,,,,,
342,coche,0.509397566318512,66,1346,321,1382,352,,,,,,,
342,coche,0.6284621953964233,82,1301,319,1347,348,,,,,,,
342,coche,0.2816704511642456,112,1500,314,1563,383,,,,,,,
342,persona,0.7644641399383545,135,249,255,331,469,,,,,,,
342,persona,0.7702348232269287,125,190,257,259,463,,,,,,,
342,persona,0.6059937477111816,46,688,280,725,387,,,,,,,
343,coche,0.5909737944602966,45,1431,321,1507,378,,,,,,,
343,coche,0.5286759734153748,52,1384,325,1438,361,,,,,,,
343,coche,0.3316088914871216,55,1390,325,1447,373,,,,,,,
343,coche,0.6049677133560181,65,1365,323,1399,357,,,,,,,
343,coche,0.5105889439582825,66,1346,321,1383,352,,,,,,,
343,coche,0.6394091248512268,82,1301,319,1347,348,,,,,,,
343,coche,0.27913233637809753,112,1498,313,1562,383,,,,,,,
343,persona,0.758756160736084,135,253,250,335,468,,,,,,,
343,persona,0.7305819988250732,125,192,256,260,461,,,,,,,
343,persona,0.41669926047325134,46,688,279,725,386,,,,,,,
344,coche,0.6102348566055298,45,1430,322,1506,379,,,,,,,
344,coche,0.5373754501342773,52,1384,325,1437,361,,,,,,,
344,coche,0.33294910192489624,55,1390,325,1447,373,,,,,,,
344,coche,0.6101985573768616,65,1366,323,1400,357,,,,,,,
344,coche,0.5200690627098083,66,1346,321,1383,352,,,,,,,
344,coche,0.6482484936714172,82,1301,319,1347,348,,,,,,,
344,coche,0.2663267254829407,112,1499,313,1563,383,,,,,,,
344,persona,0.7734022736549377,135,258,251,338,466,,,,,,,
344,persona,0.7343056797981262,125,195,259,262,460,,,,,,,
344,persona,0.4285833239555359,46,689,280,726,386,,,,,,,
345,coche,0.6224420666694641,45,1431,322,1506,378,,,,,,,
345,coche,0.5360351204872131,52,1384,325,1437,361,,,,,,,
345,coche,0.3372035324573517,55,1390,326,1446,372,,,,,,,
345,coche,0.5870280861854553,65,1366,323,1400,357,,,,,,,
345,coche,0.5075632333755493,66,1346,321,1383,352,,,,,,,
345,coche,0.635387659072876,82,1301,319,1347,348,,,,,,,
345,coche,0.26051822304725647,112,1498,313,1564,383,,,,,,,
345,persona,0.8144449591636658,135,263,255,340,464,,,,,,,
345,persona,0.7000579237937927,125,203,263,270,461,,,,,,,
345,persona,0.5978434681892395,46,689,281,725,385,,,,,,,
346,coche,0.6193609237670898,45,1432,322,1506,378,,,,,,,
346,coche,0.5352352857589722,52,1383,325,1437,361,,,,,,,
346,coche,0.3342379331588745,55,1390,326,1446,372,,,,,,,
346,coche,0.5851002335548401,65,1366,323,1400,357,,,,,,,
346,coche,0.5051332116127014,66,1345,321,1383,352,,,,,,,
346,coche,0.6273079514503479,82,1301,319,1347,348,,,,,,,
346,coche,0.2609027624130249,112,1499,313,1564,383,,,,,,,
346,persona,0.8422427177429199,135,267,255,344,466,,,,,,,
346,persona,0.7369491457939148,125,210,260,281,464,,,,,,,
346,persona,0.7048766016960144,46,689,280,726,386,,,,,,,
347,coche,0.6153305172920227,45,1432,322,1506,377,,,,,,,
347,coche,0.526934027671814,52,1384,325,1438,361,,,,,,,
347,coche,0.32732173800468445,55,1390,326,1445,372,,,,,,,
347,coche,0.5711785554885864,65,1366,323,1400,357,,,,,,,
347,coche,0.49554479122161865,66,1345,321,1382,352,,,,,,,
347,coche,0.611577033996582,82,1301,319,1346,348,,,,,,,
347,coche,0.2350596934556961,112,1498,313,1564,383,,,,,,,
347,persona,0.7697605490684509,135,272,257,349,467,,,,,,,
347,persona,0.7283446788787842,125,213,259,287,464,,,,,,,
347,persona,0.7227542996406555,46,689,281,726,389,,,,,,,
348,coche,0.6230673789978027,45,1431,323,1506,378,,,,,,,
348,coche,0.532772958278656,52,1383,325,1438,361,,,,,,,
348,coche,0.3293428421020508,55,1390,325,1445,372,,,,,,,
348,coche,0.5885441303253174,65,1366,323,1400,357,,,,,,,
348,coche,0.5115319490432739,66,1344,321,1382,352,,,,,,,
348,coche,0.6129469871520996,82,1301,319,1346,348,,,,,,,
348,coche,0.25827717781066895,112,1498,313,1564,383,,,,,,,
348,persona,0.7642706036567688,135,277,260,353,467,,,,,,,
348,persona,0.7749947309494019,125,210,261,283,463,,,,,,,
348,persona,0.7213575839996338,46,689,280,726,390,,,,,,,
349,coche,0.613529622554779,45,1432,323,1506,378,,,,,,,
349,coche,0.5286843180656433,52,1383,325,1438,361,,,,,,,
